transaction_id,customer_id,customer_name,source_amount,source_currency,destination_amount,destination_currency,payment_mode,payment_gateway,status,expected_tat,transaction_timestamp
085be86c-a2c1-41f9-837c-4c01938af5c1,cust028,Customer 028,270.53,INR,274.66,GBP,PAYPAL,Stripe,VALIDATED,5 days,2025-06-30T01:40:55.335585
885f0a33-efe2-40e6-85ba-6546b3c517c4,cust024,Customer 024,751.02,INR,780.41,USD,PAYPAL,Adyen,CREATED,2 days,2025-07-04T05:45:06.335585
3d0d2579-f495-425f-bbaa-322ad915e4b6,cust089,Customer 089,992.37,INR,1029.62,GBP,BANK_TRANSFER,PayPal,PAID,1 days,2025-07-08T21:07:39.335585
cb06681c-f8e0-408a-bb68-a38036814ce9,cust027,Customer 027,567.36,SGD,554.44,INR,CARD,PayPal,CREATED,5 days,2025-06-28T11:11:08.335585
e2774e19-b9e5-4b04-8604-4870aaa7908b,cust051,Customer 051,706.55,EUR,696.57,GBP,CARD,Stripe,CREATED,5 days,2025-07-04T20:53:25.335585
71228899-55de-40cd-b383-42a0af40f0d0,cust055,Customer 055,419.15,INR,426.91,USD,CARD,Square,SENT_TO_GATEWAY,2 days,2025-06-30T03:26:53.335585
170f2758-9d60-47cb-a4c8-08f4a65fa37e,cust065,Customer 065,389.59,GBP,388.41,USD,UPI,Razorpay,VALIDATED,4 days,2025-06-24T19:42:43.335585
cb86c2ea-87cb-4531-9b69-f79a3fe1a750,cust086,Customer 086,166.66,EUR,165.07,SGD,PAYPAL,Square,FAILED,4 days,2025-07-04T01:32:53.335585
ef82162e-a413-41c0-9da9-7d438ed1093a,cust060,Customer 060,251.71,USD,252.14,SGD,BANK_TRANSFER,Stripe,COMPLIANCE_CHECKED,3 days,2025-06-23T05:55:10.335585
c3418b2e-545a-4e07-a382-09cc118f4ea2,cust043,Customer 043,766.26,GBP,734.02,USD,PAYPAL,Stripe,SENT_TO_GATEWAY,2 days,2025-07-03T14:51:55.335585
40bbfaf5-1009-4555-b028-2f27428836ce,cust003,Customer 003,602.16,SGD,585.6,EUR,BANK_TRANSFER,Adyen,SENT_TO_GATEWAY,1 days,2025-07-15T06:45:13.335585
7e031b11-2f6f-44c4-a7da-a6b5cef954ca,cust084,Customer 084,917.38,GBP,958.81,SGD,BANK_TRANSFER,PayPal,VALIDATED,1 days,2025-07-18T10:02:50.335585
15d05ccc-d571-4579-a40d-34e731575a33,cust054,Customer 054,130.56,SGD,135.14,USD,PAYPAL,Razorpay,COMPLIANCE_CHECKED,5 days,2025-07-08T18:09:30.335585
b0231797-1458-4f7e-b01b-6e11302cd8d6,cust069,Customer 069,444.67,EUR,430.94,GBP,PAYPAL,Stripe,COMPLIANCE_CHECKED,2 days,2025-07-05T01:11:05.335585
601982b2-0967-46c2-bfb7-928addda625c,cust002,Customer 002,266.51,SGD,258.0,GBP,CARD,Adyen,VALIDATED,2 days,2025-07-02T00:06:40.335585
ae91fc36-856d-4eb2-bc21-8628b0aff6d5,cust001,Customer 001,308.07,USD,298.15,GBP,UPI,Adyen,COMPLIANCE_CHECKED,2 days,2025-06-26T15:25:47.335585
3e8cdfd1-9b06-4888-8dc6-ebf9200b5831,cust001,Customer 001,855.3,SGD,852.02,USD,BANK_TRANSFER,Stripe,PAID,5 days,2025-06-23T11:04:30.335585
5c5b72f7-e504-4150-8cf7-3032b12bbb16,cust054,Customer 054,419.13,GBP,424.63,USD,PAYPAL,Square,COMPLIANCE_CHECKED,3 days,2025-07-11T11:09:37.335585
0b1ce8eb-d488-4c6f-a6f3-54f63ad3a3e7,cust008,Customer 008,124.52,EUR,129.05,GBP,UPI,Razorpay,FAILED,5 days,2025-06-29T21:30:49.335585
b98f1408-0093-4490-a1d7-2dc6c6d94272,cust078,Customer 078,366.13,USD,349.09,SGD,UPI,Adyen,PAID,2 days,2025-07-03T04:06:25.335585
901e11a7-c4c5-46a6-b186-e4ee1f18a7d4,cust100,Customer 100,381.3,SGD,373.14,EUR,BANK_TRANSFER,Square,COMPLIANCE_CHECKED,4 days,2025-06-24T06:15:26.335585
44203cde-dcb2-44e7-8dbf-af0daa93d960,cust049,Customer 049,280.74,INR,292.66,GBP,PAYPAL,Razorpay,COMPLIANCE_CHECKED,4 days,2025-07-18T12:18:41.335585
5d1e8445-524c-410d-b7e3-949801de0f9e,cust081,Customer 081,796.19,GBP,813.17,EUR,BANK_TRANSFER,Razorpay,SENT_TO_GATEWAY,4 days,2025-06-25T11:21:34.335585
7cdc59d7-c885-4b09-90c1-c7921ffdea82,cust046,Customer 046,102.05,SGD,101.58,USD,CARD,Square,FAILED,2 days,2025-07-19T21:22:31.335585
5988b7da-6b8c-4b16-8fb4-9d26ea626eeb,cust043,Customer 043,565.27,SGD,545.47,EUR,UPI,Adyen,COMPLIANCE_CHECKED,4 days,2025-06-27T12:18:18.335585
2ae6805c-cd6d-4968-bdae-a6c7e0740f86,cust038,Customer 038,78.67,EUR,81.39,GBP,BANK_TRANSFER,Stripe,SENT_TO_GATEWAY,3 days,2025-06-27T13:23:04.335585
5f12bd57-5548-4f53-9722-062c75511cf2,cust040,Customer 040,35.38,USD,37.02,SGD,BANK_TRANSFER,Square,SENT_TO_GATEWAY,2 days,2025-06-29T05:43:58.335585
179cf548-dec8-480b-8e7f-7086736ac09d,cust061,Customer 061,553.02,EUR,580.2,USD,BANK_TRANSFER,Stripe,VALIDATED,2 days,2025-07-17T02:24:21.335585
38ffd47d-900d-4ae4-830d-472e8e80be7d,cust030,Customer 030,738.35,USD,762.71,SGD,BANK_TRANSFER,PayPal,CREATED,1 days,2025-07-12T20:34:11.335585
fcb47255-9b83-40bb-a87f-f76a8de3b169,cust075,Customer 075,521.76,USD,537.07,INR,PAYPAL,Adyen,VALIDATED,1 days,2025-06-29T12:26:33.335585
ac1c99fa-1d0d-45e6-9c4e-10c378addcfc,cust071,Customer 071,645.22,SGD,615.9,USD,UPI,Razorpay,VALIDATED,3 days,2025-06-23T04:17:19.335585
82a1cab1-a2f4-4170-8d25-d55fa3f3282a,cust037,Customer 037,666.81,EUR,655.92,SGD,UPI,PayPal,COMPLIANCE_CHECKED,4 days,2025-07-08T12:53:34.335585
69eb221e-74d6-4241-bad5-f1de5cfca778,cust061,Customer 061,986.45,INR,959.44,EUR,PAYPAL,Stripe,COMPLIANCE_CHECKED,2 days,2025-07-19T00:07:32.335585
c3a0b2d8-2c3c-46a9-85e7-972333f2dfbd,cust001,Customer 001,966.91,SGD,1014.34,EUR,UPI,Razorpay,FAILED,1 days,2025-06-29T15:50:50.335585
6c77fc77-77b2-4f20-af72-aeb31fbbe333,cust068,Customer 068,642.76,INR,643.84,GBP,UPI,Square,CANCELLED,2 days,2025-06-23T21:09:49.335585
39ae544f-4ad8-40eb-b2b4-b4d5693d3f48,cust079,Customer 079,851.09,EUR,848.06,INR,BANK_TRANSFER,Square,CANCELLED,3 days,2025-07-11T19:25:07.335585
d44cf3f6-ce0d-4517-867a-47f373e71398,cust097,Customer 097,970.95,EUR,996.3,GBP,CARD,Razorpay,VALIDATED,5 days,2025-06-27T16:50:28.335585
2a23600e-7dd3-41cc-aabd-59bbaaa0fedb,cust093,Customer 093,676.64,USD,706.15,SGD,UPI,Adyen,CANCELLED,2 days,2025-07-15T00:31:31.335585
25e7dcf0-c14f-47b7-bea5-082c154526b4,cust026,Customer 026,828.34,SGD,793.97,EUR,CARD,Razorpay,CREATED,2 days,2025-07-01T20:17:54.335585
19ff6431-046a-459e-8b10-615d118c0073,cust028,Customer 028,151.86,SGD,152.88,INR,PAYPAL,Adyen,PAID,3 days,2025-07-09T11:59:28.335585
d9b4b8e9-e2a0-4b36-959d-24beeccc9b97,cust094,Customer 094,776.9,USD,792.46,GBP,CARD,Stripe,SENT_TO_GATEWAY,1 days,2025-06-25T04:40:23.335585
2b69a179-fdbb-4703-9650-4a43dad7e8e1,cust002,Customer 002,471.92,USD,490.55,SGD,UPI,Square,CANCELLED,4 days,2025-07-08T11:08:01.335585
782b8444-73b1-4995-8ac7-0f3577bc8e8c,cust017,Customer 017,916.53,EUR,937.87,INR,PAYPAL,Razorpay,CANCELLED,4 days,2025-06-22T00:05:03.335585
33d9c27f-932c-460b-a22e-246dfd9ec676,cust055,Customer 055,330.12,GBP,314.79,SGD,BANK_TRANSFER,Razorpay,FAILED,2 days,2025-07-05T13:57:50.335585
473bb21b-58a2-43b7-b125-7a830fc5dacd,cust052,Customer 052,739.47,SGD,722.33,EUR,UPI,PayPal,CANCELLED,1 days,2025-07-14T15:51:17.335585
f74e17ce-9fb3-484a-909e-eea69e3c8449,cust059,Customer 059,965.99,INR,998.82,USD,UPI,Razorpay,CANCELLED,1 days,2025-06-27T09:39:41.335585
9f40db2a-0a8e-4250-8556-c32544ff67ba,cust006,Customer 006,500.21,GBP,485.4,USD,CARD,Razorpay,VALIDATED,3 days,2025-06-26T17:12:45.335585
2fa480cc-e14a-4151-b6c8-4b9bc749ecf6,cust037,Customer 037,293.0,SGD,297.89,INR,CARD,Square,SENT_TO_GATEWAY,4 days,2025-07-04T03:04:56.335585
d9e8eeef-ca48-4447-a5d3-40fccd161adb,cust047,Customer 047,377.81,EUR,381.87,USD,PAYPAL,Stripe,CREATED,3 days,2025-06-27T15:08:19.335585
6f50ea47-796a-4af9-841e-845b1595e37a,cust033,Customer 033,29.91,USD,28.43,SGD,BANK_TRANSFER,Razorpay,SENT_TO_GATEWAY,1 days,2025-07-02T20:26:14.335585
6672a43d-9809-41b5-8da4-e5ce2021afb2,cust034,Customer 034,46.26,INR,47.96,SGD,UPI,PayPal,CANCELLED,1 days,2025-06-25T21:42:13.335585
c3b624c4-bb4b-4c96-93b6-5d27999d75aa,cust040,Customer 040,185.57,INR,180.88,USD,UPI,Square,SENT_TO_GATEWAY,2 days,2025-07-16T08:16:12.335585
03418a77-b3fa-4013-8c2b-eb59b1ada037,cust093,Customer 093,942.55,EUR,936.04,INR,UPI,Razorpay,CANCELLED,4 days,2025-06-29T07:13:09.335585
7e51f610-44e7-4262-bebf-31314fe31fd4,cust081,Customer 081,134.01,SGD,130.43,EUR,CARD,Razorpay,SENT_TO_GATEWAY,2 days,2025-07-04T18:43:01.335585
336bcb1f-dc3e-452b-bd58-da4959f76f63,cust044,Customer 044,537.38,EUR,544.4,SGD,UPI,PayPal,SENT_TO_GATEWAY,2 days,2025-07-10T18:24:25.335585
dc7d1e45-c93d-4645-92b4-742df75d4988,cust023,Customer 023,226.77,INR,215.44,USD,CARD,Stripe,CREATED,2 days,2025-06-26T10:30:19.335585
1c85beea-9b1d-4c70-add7-bb12180a262c,cust001,Customer 001,683.76,EUR,717.28,GBP,UPI,PayPal,SENT_TO_GATEWAY,4 days,2025-07-02T18:07:22.335585
eb42cc81-cf01-4d49-a400-061c97c7c290,cust066,Customer 066,161.03,INR,157.39,USD,UPI,Square,SENT_TO_GATEWAY,3 days,2025-07-08T21:54:26.335585
d43d1cf3-703d-4b43-87ad-f4e6b6814081,cust009,Customer 009,993.66,EUR,989.65,USD,PAYPAL,Square,COMPLIANCE_CHECKED,3 days,2025-07-19T15:23:14.335585
d010d959-8902-4970-a1e3-31c1cdf8dcbf,cust044,Customer 044,533.47,EUR,548.92,SGD,BANK_TRANSFER,Square,CANCELLED,1 days,2025-06-25T04:42:52.335585
f3201dbc-d892-4c12-ba17-5ed16474f065,cust003,Customer 003,959.05,INR,983.09,EUR,UPI,Stripe,FAILED,4 days,2025-07-10T13:19:26.335585
a0b346bf-5d13-43c0-9dd7-ff9231fc811f,cust035,Customer 035,230.21,INR,241.18,GBP,CARD,Razorpay,CREATED,3 days,2025-06-20T12:47:35.335585
cc22a050-12f9-4ee1-b35f-fd905ef1971f,cust059,Customer 059,551.83,USD,549.21,SGD,PAYPAL,PayPal,CREATED,2 days,2025-06-24T13:56:39.335585
5a30ea24-845c-4310-8043-b2d776dcb460,cust083,Customer 083,913.29,GBP,925.74,INR,PAYPAL,Square,SENT_TO_GATEWAY,3 days,2025-06-25T18:48:11.335585
d2fcf263-6261-4af9-91a4-6641706cb82d,cust068,Customer 068,879.66,INR,852.44,EUR,UPI,PayPal,PAID,2 days,2025-07-16T04:07:51.335585
1fae2919-2e9a-445f-87b0-de968146aa00,cust084,Customer 084,919.81,EUR,879.03,INR,CARD,Stripe,COMPLIANCE_CHECKED,4 days,2025-07-03T15:39:49.335585
f24c3a66-af15-49b4-9b73-f9387c9dfa0a,cust067,Customer 067,372.25,GBP,373.57,INR,UPI,Stripe,CANCELLED,4 days,2025-07-19T04:39:55.335585
f9d30f5f-e88e-47aa-9d51-b22373bce55c,cust098,Customer 098,405.39,SGD,400.44,EUR,UPI,Adyen,CREATED,2 days,2025-07-12T18:02:24.335585
e2475c13-b909-413e-a8f1-0c49aeebad05,cust067,Customer 067,102.9,SGD,97.81,GBP,BANK_TRANSFER,Stripe,PAID,5 days,2025-06-21T11:00:21.335585
22d05347-82ad-4c1f-bc91-519f24cc0131,cust097,Customer 097,546.71,INR,563.35,SGD,UPI,Stripe,VALIDATED,4 days,2025-07-13T12:24:12.335585
b194b0a9-0710-41b6-a565-1a61cad2b554,cust047,Customer 047,705.81,USD,738.2,INR,PAYPAL,PayPal,CREATED,5 days,2025-06-27T21:21:15.335585
f7b5f032-8fa8-4761-b1df-a4ca0513ea0f,cust007,Customer 007,295.73,USD,291.81,EUR,BANK_TRANSFER,PayPal,CREATED,5 days,2025-07-17T23:27:07.335585
22730ecb-603a-44ff-9957-040d199cf705,cust040,Customer 040,829.03,USD,789.91,EUR,UPI,PayPal,SENT_TO_GATEWAY,4 days,2025-07-06T10:25:06.335585
39de8d0a-5cfc-4381-bd87-a595fa2b0ea3,cust079,Customer 079,270.73,INR,268.11,GBP,BANK_TRANSFER,PayPal,CANCELLED,3 days,2025-06-23T21:31:28.335585
d5f8d8c6-64a0-42f4-bb36-1b8d468031f2,cust050,Customer 050,649.6,SGD,628.32,INR,UPI,Razorpay,CREATED,4 days,2025-07-14T18:24:04.335585
4a1795d7-b8a9-481c-9a4d-5dee7fe069e0,cust042,Customer 042,355.15,INR,358.12,EUR,BANK_TRANSFER,PayPal,PAID,2 days,2025-07-15T00:31:50.335585
f8fa4ed1-d98f-4965-8263-5317797ce82b,cust040,Customer 040,860.26,INR,829.96,USD,BANK_TRANSFER,PayPal,COMPLIANCE_CHECKED,2 days,2025-07-15T23:35:55.335585
b960c39e-40cf-475e-8786-23a96a2c9f1a,cust018,Customer 018,596.01,USD,602.0,INR,PAYPAL,PayPal,SENT_TO_GATEWAY,2 days,2025-06-21T17:37:55.335585
cf962542-0915-484d-a5e2-593b53ff786b,cust002,Customer 002,777.65,GBP,804.18,EUR,UPI,PayPal,PAID,1 days,2025-06-30T04:44:45.335585
fe50d4f8-94b4-4f0d-99ad-14336868d9e9,cust029,Customer 029,403.82,EUR,402.96,USD,CARD,PayPal,CANCELLED,5 days,2025-06-21T01:29:36.335585
7336acd3-0eb0-4ce7-a999-6170ae7fce6a,cust011,Customer 011,571.83,GBP,572.75,INR,CARD,Stripe,COMPLIANCE_CHECKED,3 days,2025-06-20T08:58:19.335585
888aac02-e055-43bc-88ef-85e95baa9ccb,cust007,Customer 007,380.16,GBP,361.2,USD,BANK_TRANSFER,PayPal,VALIDATED,2 days,2025-07-02T17:43:05.335585
681bfcc1-4f3b-470e-bc2c-a08f2714ab88,cust093,Customer 093,720.88,GBP,711.42,USD,BANK_TRANSFER,Adyen,PAID,3 days,2025-07-11T12:25:24.335585
bce28de9-aa05-4991-a282-c3561e02256d,cust058,Customer 058,260.73,EUR,265.65,USD,UPI,Stripe,VALIDATED,5 days,2025-06-30T15:17:12.335585
0c4a3374-3976-4467-bd3c-d4292c26ff9d,cust002,Customer 002,814.83,GBP,814.96,USD,PAYPAL,Square,VALIDATED,4 days,2025-07-05T06:06:46.335585
54a0f058-ce59-4e3c-a0b8-66faf987b1fa,cust062,Customer 062,442.65,GBP,461.94,SGD,PAYPAL,Square,CANCELLED,2 days,2025-07-18T10:47:53.335585
e9a7a02a-d697-4c6a-9ec2-8d22fbcc3b73,cust042,Customer 042,374.44,USD,357.04,EUR,BANK_TRANSFER,Razorpay,FAILED,5 days,2025-07-04T13:41:33.335585
4eb71ce2-8c9f-412b-aeb1-3203edf3efac,cust064,Customer 064,435.37,GBP,417.25,USD,PAYPAL,Razorpay,SENT_TO_GATEWAY,5 days,2025-06-26T02:54:42.335585
cf9f41b9-1e5e-4218-b1ef-126906bd1671,cust016,Customer 016,159.1,SGD,151.95,EUR,CARD,Razorpay,SENT_TO_GATEWAY,3 days,2025-07-14T22:39:43.335585
ae11a9b9-2ab7-441b-bd1a-2af0e4a2d444,cust070,Customer 070,657.06,USD,629.48,INR,BANK_TRANSFER,Square,COMPLIANCE_CHECKED,3 days,2025-07-11T01:23:27.335585
2ba73e7d-0aee-4e14-8553-ddb58fa5f670,cust034,Customer 034,326.96,USD,322.95,GBP,BANK_TRANSFER,Stripe,SENT_TO_GATEWAY,3 days,2025-06-27T23:47:24.335585
171fd876-eb92-47b4-9240-25daf636df09,cust029,Customer 029,45.49,GBP,45.64,USD,UPI,PayPal,FAILED,2 days,2025-06-26T11:07:46.335585
0a0cd8a7-cf91-4c13-933c-ca1c2e21ad8e,cust003,Customer 003,73.22,EUR,70.91,INR,CARD,Stripe,CREATED,2 days,2025-07-11T22:55:13.335585
ab86de55-0e1b-4b90-86a0-389fb97253e3,cust002,Customer 002,975.28,EUR,1001.73,GBP,BANK_TRANSFER,Stripe,FAILED,4 days,2025-07-13T21:08:42.335585
c16309ca-1391-406c-b6e6-2681f1e87c8f,cust088,Customer 088,259.28,GBP,267.17,EUR,PAYPAL,Adyen,CANCELLED,4 days,2025-06-20T02:30:51.335585
451ec2f4-d3b9-4321-bed5-142a243dc85c,cust013,Customer 013,277.98,INR,279.05,EUR,BANK_TRANSFER,Stripe,VALIDATED,4 days,2025-07-16T19:41:27.335585
90d60c49-ed08-4405-879c-138e827842d8,cust088,Customer 088,98.71,EUR,97.72,INR,UPI,Razorpay,VALIDATED,5 days,2025-07-19T08:47:56.335585
b18c2d05-7fad-4818-a256-f7eb5553b846,cust084,Customer 084,161.47,INR,162.67,USD,PAYPAL,Square,FAILED,2 days,2025-06-23T05:51:53.335585
c3b8a1f6-5fcd-493a-9a3d-f676149488ba,cust087,Customer 087,360.65,GBP,376.47,USD,BANK_TRANSFER,PayPal,CREATED,5 days,2025-07-01T14:37:36.335585
57e310ea-bab8-42e3-bacb-52f8304f2b4a,cust025,Customer 025,958.13,USD,941.46,SGD,PAYPAL,PayPal,SENT_TO_GATEWAY,4 days,2025-06-29T15:41:26.335585
6f7bbfd4-6e82-4c6f-9a22-4a5acc9d8753,cust022,Customer 022,682.32,SGD,709.06,USD,UPI,Stripe,SENT_TO_GATEWAY,3 days,2025-06-21T13:04:52.335585
2f9b2f2d-fc83-4a64-b62a-815dc26280fd,cust003,Customer 003,458.92,USD,465.36,SGD,PAYPAL,Razorpay,PAID,1 days,2025-06-22T12:15:53.335585
4af92deb-a470-4ce4-ade6-b0b4381a86df,cust008,Customer 008,293.1,EUR,282.25,SGD,CARD,Stripe,FAILED,3 days,2025-06-30T08:13:24.335585
3abc4b97-8d43-45b0-a4b6-194a29021f98,cust034,Customer 034,920.58,SGD,905.11,INR,CARD,Adyen,VALIDATED,2 days,2025-06-28T00:49:02.335585
5a1d7f86-5b14-4303-909d-972af4fb812e,cust004,Customer 004,27.71,USD,27.6,INR,UPI,Square,PAID,5 days,2025-06-29T18:20:32.335585
20e6ae3b-a9ce-4129-befe-255cb60cf0a6,cust020,Customer 020,540.2,GBP,564.39,SGD,PAYPAL,Razorpay,VALIDATED,4 days,2025-07-05T20:58:02.335585
a0cafe3f-4de1-4d9d-8934-e9325632bc82,cust058,Customer 058,78.89,SGD,76.95,INR,PAYPAL,Stripe,CANCELLED,3 days,2025-06-20T11:44:28.335585
2467c0fd-100f-480f-8e51-70d8370df98c,cust032,Customer 032,739.8,USD,737.38,EUR,UPI,Razorpay,CREATED,5 days,2025-06-21T23:35:30.335585
4cb17ba9-c463-47b5-a0ed-8726af24c032,cust040,Customer 040,108.33,SGD,107.71,INR,BANK_TRANSFER,Square,FAILED,2 days,2025-06-28T09:59:04.335585
8a00746a-62df-4288-b3f7-516f8cd77da2,cust034,Customer 034,608.62,EUR,581.39,GBP,BANK_TRANSFER,Square,FAILED,2 days,2025-07-17T05:31:03.335585
b2d24294-4e7c-49ff-b26a-8b4d768ebb56,cust006,Customer 006,41.03,USD,41.92,GBP,BANK_TRANSFER,Razorpay,CREATED,5 days,2025-06-27T06:17:38.335585
d209ff6f-4a06-4cff-b305-85547754b337,cust079,Customer 079,111.9,GBP,116.44,SGD,PAYPAL,Adyen,CANCELLED,3 days,2025-07-11T14:40:16.335585
194fc014-caf3-486b-9920-4d81d99728b0,cust032,Customer 032,708.26,GBP,687.66,EUR,BANK_TRANSFER,Square,CREATED,3 days,2025-07-04T17:31:37.335585
1e2afba6-bf7b-400b-b027-bbb44945aef4,cust064,Customer 064,897.02,INR,897.28,SGD,UPI,Adyen,CREATED,3 days,2025-07-09T12:41:51.335585
a24967c1-39dc-42d0-804b-71e7d865f07f,cust091,Customer 091,749.28,GBP,752.17,SGD,CARD,Razorpay,COMPLIANCE_CHECKED,4 days,2025-06-21T20:10:43.335585
339666c9-1f80-45fa-bff2-1b8275db1a6f,cust011,Customer 011,829.75,SGD,806.8,EUR,BANK_TRANSFER,Square,VALIDATED,2 days,2025-07-15T21:18:31.335585
0cfb5e5d-b633-4844-963c-a9c5240de163,cust047,Customer 047,387.38,SGD,379.53,USD,BANK_TRANSFER,PayPal,COMPLIANCE_CHECKED,3 days,2025-07-13T18:12:11.335585
d635a0c1-6434-4fbe-ada3-07666bdedc86,cust005,Customer 005,945.71,EUR,950.06,GBP,BANK_TRANSFER,Razorpay,VALIDATED,3 days,2025-07-14T20:33:49.335585
8997d035-b0ee-40ed-bf75-bc6fa5d88910,cust045,Customer 045,476.9,INR,499.13,SGD,BANK_TRANSFER,Razorpay,COMPLIANCE_CHECKED,3 days,2025-06-30T09:32:59.335585
b884a5b2-cdc3-4dc9-b365-eaf2ccf5b6a7,cust048,Customer 048,234.28,EUR,233.19,SGD,CARD,Adyen,SENT_TO_GATEWAY,4 days,2025-07-19T12:02:36.335585
1773ee85-43ad-4200-8ab8-cdefa019b686,cust002,Customer 002,285.69,GBP,283.48,SGD,PAYPAL,Stripe,CREATED,1 days,2025-07-03T17:14:40.335585
0067ad45-3116-431e-81ec-36bf5df814b2,cust071,Customer 071,242.04,INR,237.28,SGD,BANK_TRANSFER,Square,FAILED,4 days,2025-06-25T15:24:07.335585
