ticketId,ticketTimestamp,status,description,customerName,lastUpdatedAt
1409c56a-d26e-4876-b360-719e226b070f,2025-06-21T16:54:50.110965,WAITING_FOR_PAYMENT,How long for the transfer to finish?,Customer 044,2025-06-22T19:54:50.110965
9b7e3053-67d5-4650-9e88-038e11cb0716,2025-07-03T11:24:14.110965,WAITING_FOR_PAYMENT,¿Cuándo recibiré mi dinero?,Customer 029,2025-07-04T12:24:14.110965
7477b8a2-61e4-45fc-95e7-e1f133e3f85e,2025-06-27T03:58:02.110965,IN_PROGRESS,I want to know if my payment is done.,Customer 043,2025-06-27T21:58:02.110965
725b1780-7c32-4497-8757-9b96498e317d,2025-06-27T17:42:21.110965,REJECTED,¿Cuándo recibiré mi dinero?,Customer 089,2025-06-29T08:42:21.110965
d6f9e7bb-2cbe-4c59-a21c-038f577d7aff,2025-06-30T11:04:09.110965,CLOSED,"Moje platba je zpožděná, proč?",Customer 067,2025-07-03T01:04:09.110965
992d51e3-30d6-423e-982f-de7891c9b6d4,2025-07-09T19:24:16.110965,IN_PROGRESS,how long for the transfer to finish?,Customer 037,2025-07-11T21:24:16.110965
c997f54b-1557-4416-a492-8ef887bdb492,2025-07-08T18:05:31.110965,OPEN,Wen will my trnsfr be done?,Customer 036,2025-07-09T20:05:31.110965
22eaf02e-98fa-4b7b-819f-d5bda1937eb4,2025-07-06T17:20:47.110965,OPEN,Wen will my trnsfr be done?,Customer 036,2025-07-08T15:20:47.110965
707e23d9-2e4a-4701-a953-058d6fc1d7c0,2025-07-11T04:12:32.110965,WAITING_FOR_PAYMENT,mein geld ist nicht angekommen.,Customer 044,2025-07-11T05:12:32.110965
d54e7bf9-fec9-4555-b413-9cb30d3f9091,2025-07-01T11:58:32.110965,REJECTED,Expected TAT for my transfer? ...?,Customer 056,2025-07-02T19:58:32.110965
02a9f7dd-1949-4b90-9c78-a81e76253d22,2025-06-25T06:16:59.110965,WAITING_FOR_CUSTOMER,pls update me on my payment status.,Customer 079,2025-06-25T12:16:59.110965
6dd6147e-a318-406f-b2b5-38d00bf8102d,2025-07-03T13:57:00.110965,OPEN,"Moje platba je zpožděná, proč?",Customer 081,2025-07-04T05:57:00.110965
bd282c79-fa7c-49ab-b073-88c213390c74,2025-06-21T02:48:26.110965,RESOLVED,What is the status of my payment?,Customer 072,2025-06-21T11:48:26.110965
5ad26241-43de-4344-b967-e7fa92303095,2025-07-01T10:35:11.110965,IN_PROGRESS,Tat for my txn?,Customer 033,2025-07-02T10:35:11.110965
a467297b-61af-44d1-8619-4b9b8d6f1b87,2025-06-24T07:44:45.110965,REJECTED,Pourquoi mon paiement est-il en attente?,Customer 097,2025-06-26T17:44:45.110965
06951a05-34be-4237-8a75-704c0f0a0613,2025-06-22T15:14:42.110965,IN_PROGRESS,How long for the transfer to finish? ...?,Customer 093,2025-06-25T00:14:42.110965
b82eb4aa-6c5c-4bf5-86db-a67e09d12e16,2025-07-05T01:28:13.110965,RESOLVED,I want to know if my payment is done.,Customer 097,2025-07-07T09:28:13.110965
de36a992-d33d-445e-aa64-d52241ce207c,2025-07-12T07:36:36.110965,REJECTED,I want to chnge my email address.,Customer 060,2025-07-13T04:36:36.110965
942c8df6-1017-4bf0-907a-0988f86cc6c0,2025-06-20T04:19:07.110965,REJECTED,"Moje platba je zpožděná, proč? ...?",Customer 093,2025-06-22T06:19:07.110965
b7e37356-6573-408b-ac7f-19da448c9bfd,2025-07-15T10:07:01.110965,RESOLVED,Wen will my trnsfr be done?,Customer 048,2025-07-17T01:07:01.110965
287868a5-214e-4ec8-9f6f-f35ef2e24963,2025-06-24T12:48:46.110965,WAITING_FOR_CUSTOMER,How long for the transfer to finish?,Customer 080,2025-06-24T23:48:46.110965
5686b75b-9c7f-4a21-9ecf-81b09715da62,2025-07-18T08:45:17.110965,REJECTED,What is the status of my payment?,Customer 038,2025-07-19T01:45:17.110965
c2940f6e-eaf0-4130-83eb-6536fe7ba813,2025-07-02T19:10:35.110965,OPEN,What is the status of my payment?,Customer 012,2025-07-05T14:10:35.110965
93a46a5f-4189-476f-b5b4-abab4c0ffd18,2025-06-30T19:21:00.110965,WAITING_FOR_PAYMENT,I have a question about your service.,Customer 043,2025-07-03T00:21:00.110965
5cd1dff2-8918-45e9-a95e-f6d2782e881b,2025-07-17T17:51:43.110965,WAITING_FOR_CUSTOMER,Wen will my trnsfr be done?,Customer 075,2025-07-17T22:51:43.110965
9c0d1111-5e45-4c29-9af8-f558addfbd7b,2025-07-07T06:36:40.110965,WAITING_FOR_PAYMENT,My trnsction is not compltd yet.,Customer 014,2025-07-07T08:36:40.110965
2d35a84d-7e09-4ebc-9e98-4f4593e0f130,2025-07-10T17:05:18.110965,WAITING_FOR_CUSTOMER,How long for the transfer to finish?,Customer 027,2025-07-11T12:05:18.110965
a0b79244-c4b9-4935-b555-ecdc66a34af4,2025-07-03T02:00:45.110965,WAITING_FOR_CUSTOMER,Expected TAT for my transfer?,Customer 022,2025-07-04T20:00:45.110965
ad60ef79-1095-4dfc-897c-cb9c6de81d38,2025-07-09T19:58:12.110965,IN_PROGRESS,Pourquoi mon paiement est-il en attente?,Customer 085,2025-07-12T02:58:12.110965
faaed4bf-081f-4c17-8008-7a0e2e22ac5c,2025-07-12T05:52:37.110965,REJECTED,When will I get my money?,Customer 001,2025-07-12T09:52:37.110965
e0f779ed-caa0-4175-a409-a3bf93a40544,2025-07-11T08:29:37.110965,REJECTED,My trnsction is not compltd yet.,Customer 074,2025-07-13T00:29:37.110965
148e6933-8a68-4ab5-968f-e12278e367d6,2025-06-24T04:33:52.110965,OPEN,Why is my transaction delayed?,Customer 006,2025-06-24T08:33:52.110965
6e9952c3-ee00-4a6d-97dd-923ed15aab7a,2025-07-16T18:30:23.110965,REJECTED,I want to chnge my email address.,Customer 034,2025-07-18T07:30:23.110965
e3bd711c-ac91-4ff8-a415-0cb1998976a5,2025-07-12T01:45:39.110965,REJECTED,WEN WILL MY TRNSFR BE DONE?,Customer 009,2025-07-13T12:45:39.110965
3974b7f5-0cda-434d-b7cc-e1c56151066f,2025-07-09T03:57:48.110965,IN_PROGRESS,WHY IS MY TRANSACTION DELAYED?,Customer 044,2025-07-10T08:57:48.110965
338e8386-ad3e-4c06-9d5f-418be07ff892,2025-07-02T01:04:33.110965,WAITING_FOR_PAYMENT,My trnsction is not compltd yet.,Customer 099,2025-07-04T04:04:33.110965
ed355f4b-c1e5-4dcc-befa-afa0d342cc76,2025-07-15T12:02:55.110965,WAITING_FOR_CUSTOMER,I need help with my account.,Customer 085,2025-07-16T02:02:55.110965
e95c9a7f-9565-4f2c-801c-468e0da754e2,2025-07-16T15:06:58.110965,WAITING_FOR_PAYMENT,Pls update me on my payment status.,Customer 093,2025-07-18T08:06:58.110965
eb5bf8e4-28b9-44ef-956d-f6789cf72f1c,2025-07-14T10:35:44.110965,WAITING_FOR_PAYMENT,Why is my transaction delayed?,Customer 082,2025-07-14T10:35:44.110965
d9f3e34d-ce61-431e-a363-71298659e70b,2025-06-28T07:10:37.110965,REJECTED,Wen will my trnsfr be done?,Customer 033,2025-06-28T15:10:37.110965
7c4b7b3e-8036-401b-a5a7-ee1eb0bf4d54,2025-06-28T12:19:19.110965,RESOLVED,"Moje platba je zpožděná, proč?",Customer 026,2025-06-30T02:19:19.110965
c1b77cfa-0fd3-4ed8-ac87-3dfc7010de2e,2025-07-14T21:08:58.110965,WAITING_FOR_CUSTOMER,I want to chnge my email address.,Customer 052,2025-07-15T08:08:58.110965
8ce6d8a3-6675-4967-a767-878bb4db862e,2025-06-29T03:01:49.110965,OPEN,"My name is spelled wrong, can you fix?",Customer 051,2025-07-01T17:01:49.110965
23631d8e-dc27-44dd-9940-855197bb1f63,2025-07-08T18:04:17.110965,CLOSED,What is the status of my payment?,Customer 064,2025-07-11T09:04:17.110965
d24b0c59-b5e9-460e-8d09-cc27f25b5814,2025-07-12T17:29:20.110965,WAITING_FOR_PAYMENT,I want to chnge my email address.,Customer 066,2025-07-13T06:29:20.110965
257b9d8c-9181-4bdb-902f-9fea7ac58673,2025-07-02T02:17:43.110965,CLOSED,I need help with my account.,Customer 020,2025-07-04T12:17:43.110965
faf1a876-8bbe-438a-b178-fd4e972f5624,2025-07-19T13:13:29.110965,CLOSED,Can you tell me when my transaction will be completed?,Customer 014,2025-07-19T16:13:29.110965
17faa452-2e7b-4934-9847-1840e9c9171f,2025-06-27T13:26:01.110965,REJECTED,"My payment is stuck, help!",Customer 025,2025-06-27T18:26:01.110965
b0de24f7-d0b8-4d2a-8339-c81d8309cfcf,2025-06-22T00:29:23.110965,RESOLVED,How long for the transfer to finish?,Customer 051,2025-06-22T02:29:23.110965
54a53b96-ff02-497f-afca-334b720c5441,2025-07-02T22:34:38.110965,OPEN,My trnsction is not compltd yet.,Customer 026,2025-07-04T06:34:38.110965
460c0b1c-53b4-419e-935f-4d6019e3d756,2025-07-04T23:47:58.110965,REJECTED,expected tat for my transfer?,Customer 028,2025-07-05T10:47:58.110965
32edceab-4678-41b4-be92-37e2eefb820a,2025-07-03T20:45:19.110965,OPEN,"My name is spelled wrong, can you fix?",Customer 082,2025-07-04T10:45:19.110965
e249f97b-9224-467b-8a39-634f32c8594b,2025-06-22T01:26:28.110965,IN_PROGRESS,I need help with my account.,Customer 097,2025-06-22T22:26:28.110965
efa1f49c-9298-4d7a-9b67-c4d98141af94,2025-07-12T23:51:25.110965,REJECTED,"moje platba je zpožděná, proč?",Customer 100,2025-07-15T19:51:25.110965
6e68b677-471c-4a71-a6a0-7cbe9bd52d9d,2025-07-12T20:47:16.110965,WAITING_FOR_PAYMENT,"MOJE PLATBA JE ZPOŽDĚNÁ, PROČ?",Customer 021,2025-07-15T19:47:16.110965
e6b9ce66-eff2-476d-8cce-b70d14970cc9,2025-07-07T13:56:52.110965,WAITING_FOR_CUSTOMER,WHY IS MY TRANSACTION DELAYED?,Customer 054,2025-07-09T04:56:52.110965
db3c8a6d-350d-4d58-a7b7-f0e62e9c2975,2025-06-25T06:04:55.110965,IN_PROGRESS,I have a question about your service.,Customer 061,2025-06-28T05:04:55.110965
ea15d401-c66d-447a-9386-064c2609d69b,2025-07-03T12:58:49.110965,WAITING_FOR_PAYMENT,When will I get my money?,Customer 073,2025-07-05T09:58:49.110965
abedb20e-a04e-4b9d-92b7-facda69c0314,2025-06-26T02:44:18.110965,WAITING_FOR_CUSTOMER,I have a question about your service.,Customer 066,2025-06-27T07:44:18.110965
57c4477e-08ba-4fe1-b1b0-be84ffd7a902,2025-06-20T19:14:17.110965,REJECTED,Expected TAT for my transfer?,Customer 098,2025-06-21T16:14:17.110965
4a4b549d-0f1d-4fac-bcc0-ef2a0f023f85,2025-07-14T10:14:56.110965,CLOSED,I NEED HELP WITH MY ACCOUNT.,Customer 089,2025-07-16T19:14:56.110965
2782493a-fed6-4374-843b-5c82ece3f66b,2025-06-20T11:20:46.110965,REJECTED,I need help with my account.,Customer 030,2025-06-21T12:20:46.110965
3182cf32-8dc9-4012-8288-c7752c4c2da3,2025-06-23T04:36:15.110965,IN_PROGRESS,Pls update me on my paymnt sttus.,Customer 085,2025-06-23T23:36:15.110965
25e3d49d-f8ff-42db-862d-706ee6845903,2025-06-27T06:16:36.110965,REJECTED,Tat for my txn?,Customer 035,2025-06-30T00:16:36.110965
31f173f8-dae0-4add-be18-dba517430f6c,2025-06-29T03:38:36.110965,CLOSED,why is my transaction delayed?,Customer 051,2025-07-01T05:38:36.110965
4c9f2a66-9128-41fa-9069-71d360b87331,2025-07-05T13:37:55.110965,WAITING_FOR_PAYMENT,Pourquoi mon paiement est-il en attente?,Customer 024,2025-07-08T10:37:55.110965
d8cc7955-e905-4b8b-91e9-75674ed59c11,2025-07-17T09:07:05.110965,REJECTED,"MOJE PLATBA JE ZPOŽDĚNÁ, PROČ?",Customer 022,2025-07-17T10:07:05.110965
b1a551e4-2660-490e-8398-f15f9b46fc33,2025-07-10T23:27:28.110965,RESOLVED,Pls update me on my paymnt status.,Customer 042,2025-07-12T12:27:28.110965
c18c445b-052e-4590-ad1e-2a4fd3eec006,2025-07-12T06:06:25.110965,CLOSED,"My payment is stuck, help!",Customer 022,2025-07-12T12:06:25.110965
413313b2-f46a-4a48-9ac4-f95bd38859c0,2025-07-16T11:48:53.110965,WAITING_FOR_PAYMENT,"My payment is stuck, help!",Customer 023,2025-07-19T07:48:53.110965
79bf0ec8-e964-49e6-ac86-06f49b6b805d,2025-07-08T11:43:05.110965,RESOLVED,Wen will my trnsfr be done?,Customer 034,2025-07-08T11:43:05.110965
8d5be910-0ff7-448b-9604-9d993620cbc6,2025-07-16T11:45:33.110965,WAITING_FOR_CUSTOMER,When will I get my money?,Customer 075,2025-07-17T23:45:33.110965
e84296fa-ad42-4d03-9b1f-5249650c2bbd,2025-06-29T00:49:10.110965,WAITING_FOR_CUSTOMER,"my payment is stuck, help!",Customer 037,2025-06-29T11:49:10.110965
846deaec-3b84-44be-9fae-c93a8c40c951,2025-07-10T09:10:32.110965,CLOSED,how long for the transfer to finish?,Customer 061,2025-07-10T11:10:32.110965
27e60e0b-1fa1-48d0-bbb9-a1e0dc6b4483,2025-07-13T00:25:00.110965,WAITING_FOR_PAYMENT,tat for my txn?,Customer 054,2025-07-14T13:25:00.110965
9044e6d0-6885-4477-8fbb-5c3c534abb8a,2025-07-18T18:38:23.110965,WAITING_FOR_CUSTOMER,Pourquoi mon paiement est-il en attente?,Customer 034,2025-07-21T13:38:23.110965
2f1c9e9e-6440-4db5-8538-8467e66763c0,2025-07-16T21:37:02.110965,WAITING_FOR_CUSTOMER,Wen will my trnsfr be done?,Customer 031,2025-07-19T19:37:02.110965
36126d90-a675-42ec-9160-a00605870dd0,2025-07-15T01:00:48.110965,CLOSED,i have a question about your service.,Customer 083,2025-07-17T15:00:48.110965
e08dd075-beb7-45a4-98e0-8fab3b9389d0,2025-07-10T20:07:29.110965,WAITING_FOR_CUSTOMER,Can you tell me when my transaction will be completed?,Customer 070,2025-07-12T22:07:29.110965
ac309c4c-9407-401d-8d23-e2b9377ccd89,2025-07-07T18:00:16.110965,RESOLVED,"my name is spelled wrong, can you fix?",Customer 100,2025-07-09T12:00:16.110965
78052ed0-7bc2-46f1-9f09-416f2cbf686c,2025-07-04T02:43:58.110965,RESOLVED,¿Cuándo recibiré mi dinero?,Customer 062,2025-07-04T02:43:58.110965
316c9735-184b-42b9-8624-5bae31ba6efa,2025-07-07T14:45:34.110965,RESOLVED,My trnsction is not compltd yet.,Customer 099,2025-07-09T23:45:34.110965
401fa8c5-7eae-406e-a4ab-23970dbed128,2025-07-11T14:38:05.110965,IN_PROGRESS,Can you tell me when my transaction will be completed?,Customer 012,2025-07-13T09:38:05.110965
cb789f1d-7936-496d-8082-15fc2135df4a,2025-07-11T07:10:11.110965,OPEN,I have a question about your service.,Customer 012,2025-07-11T13:10:11.110965
424a4846-3291-4094-93b1-d557232a6180,2025-07-09T05:51:04.110965,REJECTED,Tat for my txn?,Customer 074,2025-07-11T13:51:04.110965
783e7e76-1d78-4c3d-8ce8-604b37bea6d7,2025-07-05T12:10:41.110965,REJECTED,I have a question about your service.,Customer 093,2025-07-06T04:10:41.110965
6ca0fae4-414b-4ed1-98e7-6467e9f9c1b1,2025-07-06T11:01:00.110965,RESOLVED,How long for the transfer to finish?,Customer 088,2025-07-08T11:01:00.110965
b329b5f4-745f-43ff-9541-eee3deb31772,2025-06-27T05:06:36.110965,CLOSED,I need help with my account.,Customer 097,2025-06-28T23:06:36.110965
